"TOA5","250101","CR800","24913","CR800.Std.30.01","CPU:Rancho Largo.CR8","16822","M1440"
"TIMESTAMP","RECORD","TempAire_Max","TempAire_TMx","TempAire_Min","TempAire_TMn","HumRel_Max","HumRel_TMx","HumRel_Min","HumRel_TMn","BattV_Max","BattV_TMx","BattV_Min","BattV_TMn","HR_NEMA_Max","Temp_NEMA_Max"
"TS","RN","Deg C","Deg C","Deg C","Deg C","%","%","%","%","Volts","Volts","Volts","Volts","%","Deg C"
"","","Max","TMx","Min","TMn","Max","TMx","Min","TMn","Max","TMx","Min","TMn","Max","Max"
"2017-04-11 00:00:00",87,31.31,"2017-04-10 12:47:55",21.64,"2017-04-10 03:02:15",98.6,"2017-04-10 20:40:50",49.79,"2017-04-10 06:24:35",13.24,"2017-04-10 06:10:40",12.77,"2017-04-10 05:17:15",60.12,41.66
"2017-04-12 00:00:00",88,31.6,"2017-04-11 12:12:15",21.51,"2017-04-11 02:12:05",97.4,"2017-04-11 20:19:40",55.23,"2017-04-11 23:49:55",13.22,"2017-04-11 06:14:40",12.76,"2017-04-11 05:02:05",58.65,41.21
"2017-04-13 00:00:00",89,31.46,"2017-04-12 11:07:25",22.63,"2017-04-12 01:05:00",96.6,"2017-04-12 20:36:10",45.05,"2017-04-12 03:12:50",13.21,"2017-04-12 06:15:20",12.76,"2017-04-12 04:44:05",60.96,41.89
"2017-04-14 00:00:00",90,31.36,"2017-04-13 11:34:35",22.32,"2017-04-13 23:48:25",94.6,"2017-04-13 22:55:25",60.5,"2017-04-13 11:34:55",13.2,"2017-04-13 06:24:20",12.76,"2017-04-13 04:26:15",59.34,40.99
"2017-04-15 00:00:00",91,32.18,"2017-04-14 11:31:15",21.93,"2017-04-14 20:10:25",99.9,"2017-04-14 15:04:05",56.83,"2017-04-14 11:00:35",13.21,"2017-04-14 06:17:00",12.76,"2017-04-14 04:22:55",66.86,42.09
"2017-04-16 00:00:00",92,31.93,"2017-04-15 12:00:25",21.75,"2017-04-15 04:38:00",97.9,"2017-04-15 04:53:05",54.32,"2017-04-15 12:02:55",13.21,"2017-04-15 06:26:00",12.76,"2017-04-15 04:48:10",60.36,42.36
"2017-04-17 00:00:00",93,31.41,"2017-04-16 11:13:00",22.61,"2017-04-16 23:52:15",99.1,"2017-04-16 23:48:30",60.91,"2017-04-16 11:13:10",13.19,"2017-04-16 06:25:00",12.75,"2017-04-16 05:25:55",58.06,41.16
"2017-04-18 00:00:00",94,31.71,"2017-04-17 13:08:50",20.9,"2017-04-17 23:13:10",100,"2017-04-17 20:30:10",56.98,"2017-04-17 11:07:45",13.21,"2017-04-17 06:05:50",12.76,"2017-04-17 05:00:30",65.32,41.81
"2017-04-19 00:00:00",95,30.15,"2017-04-18 11:56:50",20.71,"2017-04-18 00:39:40",100,"2017-04-18 20:37:30",61.94,"2017-04-18 12:45:10",13.21,"2017-04-18 06:13:40",12.76,"2017-04-18 05:11:40",60.36,38.16
"2017-04-20 00:00:00",96,28.96,"2017-04-19 09:31:35",19.46,"2017-04-19 14:36:55",100,"2017-04-19 14:24:35",69.71,"2017-04-19 09:34:00",13.22,"2017-04-19 06:07:55",12.75,"2017-04-19 05:06:55",67.08,37.34
"2017-04-21 00:00:00",97,28.54,"2017-04-20 13:51:50",20.91,"2017-04-20 05:51:10",100,"2017-04-20 18:35:55",66.99,"2017-04-20 14:31:35",13.24,"2017-04-20 06:14:05",12.76,"2017-04-20 05:34:05",62.41,39.71
"2017-04-22 00:00:00",98,28.75,"2017-04-21 10:28:10",21.71,"2017-04-21 05:05:20",99.9,"2017-04-21 21:08:40",71.31,"2017-04-21 10:25:45",13.24,"2017-04-21 06:09:20",12.75,"2017-04-21 04:41:45",60.39,37.44
"2017-04-23 00:00:00",99,30.2,"2017-04-22 11:28:15",22.13,"2017-04-22 04:58:50",100,"2017-04-22 19:20:05",66.77,"2017-04-22 11:28:55",13.22,"2017-04-22 06:01:15",12.76,"2017-04-22 05:17:35",61.34,39.35
"2017-04-24 00:00:00",100,30.5,"2017-04-23 11:40:25",22.47,"2017-04-23 04:50:05",99.9,"2017-04-23 20:00:15",67.73,"2017-04-23 11:51:10",13.22,"2017-04-23 06:02:20",12.76,"2017-04-23 04:25:50",61.99,40.27
"2017-04-25 00:00:00",101,31.03,"2017-04-24 10:23:45",21.75,"2017-04-24 22:54:55",100,"2017-04-24 18:11:25",64.49,"2017-04-24 10:25:10",13.22,"2017-04-24 06:07:40",12.76,"2017-04-24 04:38:30",63.01,40.78
"2017-04-26 00:00:00",102,29.36,"2017-04-25 11:00:00",21.9,"2017-04-25 00:17:05",94.6,"2017-04-25 00:16:55",69.34,"2017-04-25 10:15:35",13.21,"2017-04-25 06:09:20",12.76,"2017-04-25 04:40:50",61.9,37.6
"2017-04-27 00:00:00",103,31.09,"2017-04-26 11:06:10",21.62,"2017-04-26 18:18:50",100,"2017-04-26 13:43:55",58.52,"2017-04-26 11:06:40",13.21,"2017-04-26 06:07:20",12.76,"2017-04-26 05:05:10",67.4,41.63
"2017-04-28 00:00:00",104,29.19,"2017-04-27 11:54:40",21.91,"2017-04-27 03:09:00",100,"2017-04-27 17:29:00",72.59,"2017-04-27 11:57:05",13.22,"2017-04-27 06:00:00",12.76,"2017-04-27 04:36:15",62.4,38.29
"2017-04-29 00:00:00",105,30.05,"2017-04-28 11:01:00",22.54,"2017-04-28 01:05:05",100,"2017-04-28 17:52:20",69.07,"2017-04-28 11:02:30",13.22,"2017-04-28 06:11:00",12.76,"2017-04-28 04:15:15",65.98,39.99
"2017-04-30 00:00:00",106,30.4,"2017-04-29 10:33:40",21.13,"2017-04-29 17:00:25",100,"2017-04-29 16:15:00",70.76,"2017-04-29 10:34:15",13.22,"2017-04-29 06:05:20",12.76,"2017-04-29 04:45:05",67.83,40.16
"2017-05-01 00:00:00",107,27.94,"2017-04-30 10:42:05",20.76,"2017-04-30 19:04:10",100,"2017-04-30 15:22:50",76.75,"2017-04-30 10:28:45",13.22,"2017-04-30 06:12:00",12.75,"2017-04-30 04:59:10",66.66,36.61
"2017-05-02 00:00:00",108,28.34,"2017-05-01 11:14:45",21.21,"2017-05-01 03:59:25",100,"2017-05-01 01:48:00",72.24,"2017-05-01 09:53:10",13.23,"2017-05-01 05:58:00",12.75,"2017-05-01 05:13:40",65.78,36.7
"2017-05-03 00:00:00",109,27.24,"2017-05-02 12:57:35",21.43,"2017-05-02 05:42:20",100,"2017-05-02 00:00:05",77.39,"2017-05-02 12:59:05",13.23,"2017-05-02 06:46:45",12.76,"2017-05-02 05:26:25",66.27,35.82
"2017-05-04 00:00:00",110,28.87,"2017-05-03 11:54:05",20.79,"2017-05-03 16:02:25",100,"2017-05-03 00:27:30",74.21,"2017-05-03 09:14:35",13.23,"2017-05-03 06:18:20",12.75,"2017-05-03 04:50:30",72.84,39.28
"2017-05-05 00:00:00",111,29.64,"2017-05-04 10:45:25",21.84,"2017-05-04 02:47:30",100,"2017-05-04 19:25:00",65,"2017-05-04 22:42:30",13.23,"2017-05-04 05:56:40",12.76,"2017-05-04 05:01:45",65.66,37.81
"2017-05-06 00:00:00",112,28.3,"2017-05-05 15:34:25",20.5,"2017-05-05 06:19:55",100,"2017-05-05 06:20:05",74.51,"2017-05-05 02:33:00",13.24,"2017-05-05 06:23:20",12.76,"2017-05-05 05:00:40",68.36,35.52
"2017-05-07 00:00:00",113,28.13,"2017-05-06 11:14:15",21.24,"2017-05-06 15:47:15",100,"2017-05-06 00:30:00",75.01,"2017-05-06 10:53:10",13.23,"2017-05-06 07:08:00",12.76,"2017-05-06 05:18:40",71.96,35.4
"2017-05-08 00:00:00",114,29.29,"2017-05-07 13:15:10",21.56,"2017-05-07 23:36:55",100,"2017-05-07 16:34:45",64.49,"2017-05-07 13:16:25",13.24,"2017-05-07 05:48:20",12.77,"2017-05-07 04:58:30",73.9,40.52
"2017-05-09 00:00:00",115,27.63,"2017-05-08 09:45:50",20.91,"2017-05-08 23:58:00",100,"2017-05-08 01:16:50",72.01,"2017-05-08 08:59:55",13.24,"2017-05-08 06:12:20",12.75,"2017-05-08 04:37:55",70.46,37.06
"2017-05-10 00:00:00",116,29.04,"2017-05-09 13:19:10",19.76,"2017-05-09 02:45:55",100,"2017-05-09 00:00:05",68.23,"2017-05-09 11:56:15",13.25,"2017-05-09 06:08:00",12.74,"2017-05-09 04:04:20",72.71,39.94
"2017-05-11 00:00:00",117,28.41,"2017-05-10 09:17:05",20.53,"2017-05-10 01:17:20",100,"2017-05-10 00:56:25",71.51,"2017-05-10 08:47:20",13.24,"2017-05-10 06:13:35",12.74,"2017-05-10 04:31:55",71.69,37.71
"2017-05-12 00:00:00",118,27.41,"2017-05-11 11:54:40",21.04,"2017-05-11 04:21:50",100,"2017-05-11 00:00:05",75.84,"2017-05-11 12:23:45",13.25,"2017-05-11 06:12:05",12.75,"2017-05-11 04:55:05",70.8,34.42
"2017-05-13 00:00:00",119,25.68,"2017-05-12 08:07:30",20.94,"2017-05-12 04:20:15",100,"2017-05-12 00:03:50",84,"2017-05-12 12:36:50",13.24,"2017-05-12 06:11:55",12.75,"2017-05-12 05:12:50",66.84,30.04
"2017-05-14 00:00:00",120,26.31,"2017-05-13 14:24:45",20.55,"2017-05-13 09:32:55",100,"2017-05-13 00:00:05",79.37,"2017-05-13 23:31:10",13.24,"2017-05-13 09:52:00",12.6,"2017-05-13 09:18:40",71.15,33.56
"2017-05-15 00:00:00",121,28.32,"2017-05-14 08:58:35",21.44,"2017-05-14 04:24:10",100,"2017-05-14 20:25:40",73.49,"2017-05-14 08:23:25",13.22,"2017-05-14 06:08:00",12.75,"2017-05-14 04:30:30",70.81,36.85
"2017-05-16 00:00:00",122,28.13,"2017-05-15 10:26:50",22.05,"2017-05-15 04:04:45",100,"2017-05-15 00:00:05",75.08,"2017-05-15 10:27:10",13.22,"2017-05-15 06:05:20",12.75,"2017-05-15 04:35:05",71.15,37.35
"2017-05-17 00:00:00",123,29.55,"2017-05-16 12:18:05",21.86,"2017-05-16 23:59:50",100,"2017-05-16 17:36:00",69.6,"2017-05-16 12:18:45",13.21,"2017-05-16 06:21:20",12.76,"2017-05-16 04:44:45",75.96,38.86
"2017-05-18 00:00:00",124,27.74,"2017-05-17 10:39:40",21.27,"2017-05-17 17:06:35",100,"2017-05-17 00:00:05",78.4,"2017-05-17 10:42:40",13.24,"2017-05-17 05:58:20",12.74,"2017-05-17 05:07:55",73.85,34.83
"2017-05-19 00:00:00",125,29.06,"2017-05-18 11:12:55",21.59,"2017-05-18 05:10:15",100,"2017-05-18 15:50:05",72.36,"2017-05-18 09:04:00",13.23,"2017-05-18 06:09:20",12.75,"2017-05-18 04:58:10",74.53,38.56
"2017-05-20 00:00:00",126,28.89,"2017-05-19 11:25:55",21.48,"2017-05-19 01:23:30",100,"2017-05-19 01:23:10",74.93,"2017-05-19 08:59:15",13.23,"2017-05-19 06:02:20",12.75,"2017-05-19 05:21:10",77.83,38.48
"2017-05-21 00:00:00",127,29.74,"2017-05-20 11:26:25",20.52,"2017-05-20 23:17:20",100,"2017-05-20 05:42:10",68.1,"2017-05-20 10:02:40",13.23,"2017-05-20 06:20:00",12.75,"2017-05-20 05:23:45",76.68,39.7
"2017-05-22 00:00:00",128,28.5,"2017-05-21 11:08:10",20.61,"2017-05-21 04:46:30",100,"2017-05-21 00:00:05",74.51,"2017-05-21 19:02:30",13.25,"2017-05-21 06:03:00",12.73,"2017-05-21 04:37:05",75.23,38.98
"2017-05-23 00:00:00",129,28.99,"2017-05-22 15:14:10",21.71,"2017-05-22 04:57:50",100,"2017-05-22 12:24:25",66.68,"2017-05-22 08:28:30",13.23,"2017-05-22 06:13:15",12.75,"2017-05-22 04:16:20",79.73,38
"2017-05-24 00:00:00",130,29.44,"2017-05-23 11:32:50",21.52,"2017-05-23 03:47:35",100,"2017-05-23 16:40:35",69.86,"2017-05-23 09:14:05",13.23,"2017-05-23 06:30:10",12.75,"2017-05-23 05:05:15",75.64,40.42
"2017-05-25 00:00:00",131,30.2,"2017-05-24 10:30:00",21.93,"2017-05-24 02:19:00",100,"2017-05-24 00:00:05",71.14,"2017-05-24 10:31:30",13.23,"2017-05-24 06:13:10",12.74,"2017-05-24 05:18:55",78.37,37.73
"2017-05-26 00:00:00",132,28.94,"2017-05-25 13:02:10",21.57,"2017-05-25 19:56:25",100,"2017-05-25 01:24:00",75.32,"2017-05-25 13:02:45",13.22,"2017-05-25 06:03:20",12.75,"2017-05-25 05:00:30",79.21,37.64
"2017-05-27 00:00:00",133,27.09,"2017-05-26 23:59:10",21.66,"2017-05-26 02:29:55",100,"2017-05-26 01:40:35",61.82,"2017-05-26 23:58:45",13.23,"2017-05-26 06:05:20",12.74,"2017-05-26 05:02:50",78.11,34.37
"2017-05-28 00:00:00",134,29.52,"2017-05-27 11:02:10",21.63,"2017-05-27 21:43:40",100,"2017-05-27 15:02:10",62.45,"2017-05-27 00:02:10",13.22,"2017-05-27 06:09:20",12.76,"2017-05-27 04:57:35",21.63,37.33
"2017-05-29 00:00:00",135,27.97,"2017-05-28 07:50:10",20.87,"2017-05-28 17:33:25",100,"2017-05-28 00:19:35",59.64,"2017-05-28 23:25:05",13.24,"2017-05-28 06:05:40",12.74,"2017-05-28 05:14:05",20.23,35.35
"2017-05-30 00:00:00",136,29.74,"2017-05-29 10:12:25",20.5,"2017-05-29 00:45:30",100,"2017-05-29 00:45:45",63.61,"2017-05-29 10:05:40",13.24,"2017-05-29 06:20:40",12.74,"2017-05-29 04:58:05",20.26,38.56
"2017-05-31 00:00:00",137,28.56,"2017-05-30 10:21:20",21.28,"2017-05-30 02:37:40",100,"2017-05-30 02:12:35",71.07,"2017-05-30 10:22:30",13.24,"2017-05-30 06:11:20",12.73,"2017-05-30 05:21:50",20.06,37.14
"2017-06-01 00:00:00",138,28.83,"2017-05-31 09:47:20",21.52,"2017-05-31 05:44:50",100,"2017-05-31 13:24:00",75.05,"2017-05-31 09:43:10",13.23,"2017-05-31 06:02:20",12.73,"2017-05-31 05:04:35",20.87,38.29
"2017-06-02 00:00:00",139,27.87,"2017-06-01 10:48:00",21.59,"2017-06-01 05:28:30",100,"2017-06-01 00:07:15",84,"2017-06-01 10:51:25",13.24,"2017-06-01 06:26:40",12.75,"2017-06-01 05:24:20",20.8,34.24
"2017-06-03 00:00:00",140,28.91,"2017-06-02 11:07:00",21.95,"2017-06-02 21:31:10",100,"2017-06-02 14:23:25",70.79,"2017-06-02 10:50:45",13.23,"2017-06-02 06:08:40",12.75,"2017-06-02 05:01:15",22.36,38.25
"2017-06-04 00:00:00",141,28.95,"2017-06-03 11:02:40",21.85,"2017-06-03 00:54:05",100,"2017-06-03 00:00:05",77.42,"2017-06-03 10:04:00",13.24,"2017-06-03 06:26:20",12.75,"2017-06-03 05:18:05",23.71,38.21
"2017-06-05 00:00:00",142,29.15,"2017-06-04 10:51:45",20.85,"2017-06-04 22:46:50",100,"2017-06-04 00:00:05",76.3,"2017-06-04 10:57:20",13.23,"2017-06-04 06:08:00",12.75,"2017-06-04 05:04:10",23.85,37.68
"2017-06-06 00:00:00",143,29.33,"2017-06-05 11:36:35",20.74,"2017-06-05 01:36:00",100,"2017-06-05 00:03:35",74.16,"2017-06-05 09:40:20",13.25,"2017-06-05 05:59:20",12.75,"2017-06-05 05:19:00",24.19,37.59
"2017-06-07 00:00:00",144,29.32,"2017-06-06 10:14:45",20.84,"2017-06-06 19:16:45",100,"2017-06-06 01:58:15",74.69,"2017-06-06 10:15:50",13.24,"2017-06-06 06:01:40",12.74,"2017-06-06 04:04:25",24.87,38.57
"2017-06-08 00:00:00",145,30.5,"2017-06-07 13:42:25",19.41,"2017-06-07 04:15:00",100,"2017-06-07 03:01:30",68.45,"2017-06-07 13:45:45",13.25,"2017-06-07 05:51:10",12.73,"2017-06-07 04:56:30",28.72,42.57
"2017-06-09 00:00:00",146,26.45,"2017-06-08 15:13:25",20.97,"2017-06-08 18:55:20",100,"2017-06-08 00:00:05",77.63,"2017-06-08 15:07:10",13.22,"2017-06-08 06:27:40",12.74,"2017-06-08 04:50:55",27.52,32.68
"2017-06-10 00:00:00",147,29.22,"2017-06-09 10:08:20",20.68,"2017-06-09 23:29:35",100,"2017-06-09 00:14:55",73.46,"2017-06-09 10:09:15",13.24,"2017-06-09 06:00:30",12.73,"2017-06-09 04:40:05",29.27,38.22
"2017-06-11 00:00:00",148,25.52,"2017-06-10 12:12:10",20.62,"2017-06-10 05:10:50",100,"2017-06-10 00:00:05",85.7,"2017-06-10 11:50:25",13.25,"2017-06-10 06:45:05",12.74,"2017-06-10 05:20:35",28.05,32.75
"2017-06-12 00:00:00",149,26.09,"2017-06-11 11:55:10",20.72,"2017-06-11 03:17:50",100,"2017-06-11 01:57:45",82.2,"2017-06-11 11:45:25",13.24,"2017-06-11 06:00:40",12.74,"2017-06-11 05:24:20",28.26,33.9
"2017-06-13 00:00:00",150,30.02,"2017-06-12 10:24:05",20.7,"2017-06-12 23:22:05",100,"2017-06-12 18:09:30",72.44,"2017-06-12 10:24:25",13.22,"2017-06-12 05:56:40",12.75,"2017-06-12 04:49:10",29.62,39.29
"2017-06-14 00:00:00",151,29.22,"2017-06-13 09:49:30",20.89,"2017-06-13 21:54:35",100,"2017-06-13 00:00:05",68.2,"2017-06-13 09:38:05",13.24,"2017-06-13 06:33:10",12.74,"2017-06-13 05:12:50",30.22,37.88
"2017-06-15 00:00:00",152,25.51,"2017-06-14 09:06:20",20.98,"2017-06-14 18:07:00",100,"2017-06-14 10:21:25",83.2,"2017-06-14 09:07:25",13.24,"2017-06-14 06:04:10",12.75,"2017-06-14 05:15:40",30.63,31.49
"2017-06-16 00:00:00",153,28.16,"2017-06-15 11:12:05",20.16,"2017-06-15 02:48:30",100,"2017-06-15 00:29:40",74.27,"2017-06-15 09:23:50",13.26,"2017-06-15 06:06:40",12.76,"2017-06-15 04:49:10",31.59,37.67
"2017-06-17 00:00:00",154,27.24,"2017-06-16 13:29:35",20.17,"2017-06-16 06:21:00",100,"2017-06-16 00:00:05",74.29,"2017-06-16 13:37:20",13.26,"2017-06-16 06:32:20",12.75,"2017-06-16 05:01:40",33.11,36.41
"2017-06-18 00:00:00",155,28.13,"2017-06-17 09:55:10",19.71,"2017-06-17 02:04:05",100,"2017-06-17 01:18:00",70.32,"2017-06-17 09:57:30",13.26,"2017-06-17 06:00:20",12.74,"2017-06-17 05:02:40",35.84,38.47
"2017-06-19 00:00:00",156,28.32,"2017-06-18 14:24:15",20.16,"2017-06-18 00:18:10",100,"2017-06-18 00:04:30",66.33,"2017-06-18 04:41:35",13.24,"2017-06-18 06:31:20",12.75,"2017-06-18 05:31:05",37.06,39.39
"2017-06-20 00:00:00",157,28.68,"2017-06-19 14:06:55",20.65,"2017-06-19 02:03:30",100,"2017-06-19 06:16:30",72.68,"2017-06-19 14:08:25",13.25,"2017-06-19 06:01:20",12.74,"2017-06-19 04:27:55",37.34,39.37
"2017-06-21 00:00:00",158,29.1,"2017-06-20 12:25:50",20.44,"2017-06-20 03:58:10",100,"2017-06-20 00:00:05",73.15,"2017-06-20 12:26:50",13.25,"2017-06-20 06:11:35",12.73,"2017-06-20 04:58:15",38.42,37.1
"2017-06-22 00:00:00",159,26.74,"2017-06-21 11:08:05",20.91,"2017-06-21 20:16:25",100,"2017-06-21 14:51:55",74.87,"2017-06-21 11:08:35",13.23,"2017-06-21 06:15:40",12.74,"2017-06-21 04:37:15",39.9,35.53
"2017-06-23 00:00:00",160,27.05,"2017-06-22 10:18:35",19.64,"2017-06-22 01:38:45",100,"2017-06-22 00:39:25",75.61,"2017-06-22 10:19:40",13.26,"2017-06-22 06:06:20",12.74,"2017-06-22 04:41:40",37.68,35.9
"2017-06-24 00:00:00",161,28.9,"2017-06-23 13:18:30",20.87,"2017-06-23 02:05:45",100,"2017-06-23 16:27:40",76.29,"2017-06-23 13:20:25",13.24,"2017-06-23 06:02:00",12.74,"2017-06-23 05:08:55",61.01,41.86
"2017-06-25 00:00:00",162,28.54,"2017-06-24 11:16:05",21.43,"2017-06-24 23:18:05",100,"2017-06-24 00:00:05",72.53,"2017-06-24 11:16:40",13.24,"2017-06-24 06:20:40",12.74,"2017-06-24 05:26:50",40.85,38.68
"2017-06-26 00:00:00",163,30.01,"2017-06-25 10:49:35",20.64,"2017-06-26 00:00:00",100,"2017-06-25 00:00:05",69.67,"2017-06-25 10:32:15",13.23,"2017-06-25 06:19:00",12.74,"2017-06-25 05:14:50",42.68,40.5
"2017-06-27 00:00:00",164,27.11,"2017-06-26 11:30:25",19.89,"2017-06-26 00:18:25",100,"2017-06-26 00:00:05",76.81,"2017-06-26 04:33:10",13.23,"2017-06-26 06:05:00",12.74,"2017-06-26 05:34:20",41.61,34.84
"2017-06-28 00:00:00",165,27.47,"2017-06-27 10:03:10",20.92,"2017-06-27 02:34:20",100,"2017-06-27 00:00:05",78.17,"2017-06-27 10:04:40",13.25,"2017-06-27 06:04:00",12.74,"2017-06-27 04:49:20",45.46,35.43
"2017-06-29 00:00:00",166,28.97,"2017-06-28 12:46:30",20.33,"2017-06-28 04:06:50",100,"2017-06-28 04:05:35",68.99,"2017-06-28 11:55:25",13.26,"2017-06-28 06:16:40",12.74,"2017-06-28 05:19:15",49.39,40.24
"2017-06-30 00:00:00",167,27.9,"2017-06-29 10:10:50",20.55,"2017-06-29 05:03:20",100,"2017-06-29 18:12:40",72.8,"2017-06-29 10:12:15",13.25,"2017-06-29 06:07:10",12.73,"2017-06-29 05:16:15",44.44,36.62
"2017-07-01 00:00:00",168,26.62,"2017-06-30 13:13:50",21.16,"2017-06-30 05:47:10",100,"2017-06-30 04:36:50",81.5,"2017-06-30 10:06:25",13.24,"2017-06-30 06:31:20",12.74,"2017-06-30 05:27:25",45.47,32.14
"2017-07-02 00:00:00",169,27.76,"2017-07-01 13:45:30",20.71,"2017-07-01 05:28:10",100,"2017-07-01 00:00:05",79.21,"2017-07-01 13:55:10",13.25,"2017-07-01 06:22:00",12.74,"2017-07-01 05:12:15",45.48,36.09
"2017-07-03 00:00:00",170,27.39,"2017-07-02 14:18:35",21.77,"2017-07-02 01:51:25",100,"2017-07-02 00:00:05",84.4,"2017-07-02 14:14:55",13.23,"2017-07-02 06:11:30",12.74,"2017-07-02 05:22:50",49.05,36.26
"2017-07-04 00:00:00",171,27.59,"2017-07-03 10:28:00",19.72,"2017-07-03 23:10:50",100,"2017-07-03 15:55:30",76.04,"2017-07-03 09:59:05",13.23,"2017-07-03 06:34:40",12.74,"2017-07-03 04:50:55",48.85,35.63
"2017-07-05 00:00:00",172,27.81,"2017-07-04 10:30:35",19.57,"2017-07-04 00:16:20",100,"2017-07-04 00:15:00",77.92,"2017-07-04 10:28:00",13.24,"2017-07-04 05:56:00",12.73,"2017-07-04 05:16:45",51.73,36.39
"2017-07-06 00:00:00",173,28.09,"2017-07-05 09:27:45",20.62,"2017-07-05 15:23:10",100,"2017-07-05 00:00:05",73.53,"2017-07-05 09:20:30",13.24,"2017-07-05 06:22:00",12.74,"2017-07-05 05:00:15",54.27,36.9
"2017-07-07 00:00:00",174,30.39,"2017-07-06 13:53:10",19.74,"2017-07-06 17:16:50",100,"2017-07-06 16:08:05",69.57,"2017-07-06 12:57:20",13.24,"2017-07-06 06:09:30",12.73,"2017-07-06 05:22:45",60.02,41.95
"2017-07-08 00:00:00",175,28.6,"2017-07-07 12:46:50",20.48,"2017-07-07 16:33:40",100,"2017-07-07 00:00:05",69.57,"2017-07-07 23:51:00",13.25,"2017-07-07 06:09:40",12.72,"2017-07-07 03:25:35",55.63,38.94
"2017-07-09 00:00:00",176,29.17,"2017-07-08 10:16:55",20.96,"2017-07-08 02:29:30",100,"2017-07-08 17:38:20",69.29,"2017-07-08 00:00:30",13.23,"2017-07-08 06:22:00",12.73,"2017-07-08 05:27:05",50.48,39.25
"2017-07-10 00:00:00",177,29.1,"2017-07-09 09:11:40",21.11,"2017-07-09 01:58:30",100,"2017-07-09 00:00:05",73.11,"2017-07-09 09:13:20",13.24,"2017-07-09 06:01:40",12.73,"2017-07-09 05:15:25",52.45,38
"2017-07-11 00:00:00",178,28.63,"2017-07-10 11:23:20",20.79,"2017-07-10 05:38:15",100,"2017-07-10 00:00:05",74.88,"2017-07-10 11:25:40",13.24,"2017-07-10 06:19:50",12.72,"2017-07-10 05:23:45",55.22,37.36
"2017-07-12 00:00:00",179,29.08,"2017-07-11 10:05:05",20.33,"2017-07-11 17:47:55",100,"2017-07-11 00:20:15",74.15,"2017-07-11 10:05:50",13.24,"2017-07-11 06:20:50",12.73,"2017-07-11 05:36:50",60.03,38.72
"2017-07-13 00:00:00",180,28.21,"2017-07-12 09:42:25",20.64,"2017-07-12 03:56:30",100,"2017-07-12 03:21:40",73.14,"2017-07-12 08:14:30",13.25,"2017-07-12 06:27:20",12.72,"2017-07-12 04:38:05",57.52,36.93
"2017-07-14 00:00:00",181,26.81,"2017-07-13 11:15:05",20.54,"2017-07-13 23:50:00",100,"2017-07-13 06:14:05",84,"2017-07-13 08:15:40",13.24,"2017-07-13 06:17:00",12.73,"2017-07-13 05:16:35",55.71,34.54
"2017-07-15 00:00:00",182,27.56,"2017-07-14 09:28:20",20.02,"2017-07-14 03:12:00",100,"2017-07-14 00:00:05",79.39,"2017-07-14 09:18:00",13.26,"2017-07-14 06:18:55",12.71,"2017-07-14 05:01:00",58.61,35.82
"2017-07-16 00:00:00",183,29.04,"2017-07-15 11:44:45",21.11,"2017-07-15 00:54:10",100,"2017-07-15 15:05:20",70.5,"2017-07-15 10:47:05",13.24,"2017-07-15 06:07:40",12.73,"2017-07-15 04:31:25",60.3,39.55
"2017-07-17 00:00:00",184,28.67,"2017-07-16 11:02:55",21.13,"2017-07-16 04:14:15",100,"2017-07-16 14:56:00",72.91,"2017-07-16 10:58:00",13.25,"2017-07-16 06:02:25",12.72,"2017-07-16 05:02:25",59.22,38.63
"2017-07-18 00:00:00",185,24.85,"2017-07-17 07:30:55",20.2,"2017-07-17 23:47:10",100,"2017-07-17 00:00:05",88.8,"2017-07-17 07:25:40",13.26,"2017-07-17 05:55:00",12.72,"2017-07-17 05:16:40",54.44,28.38
"2017-07-19 00:00:00",186,27.81,"2017-07-18 13:39:20",19.59,"2017-07-18 02:47:20",100,"2017-07-18 00:00:05",78.58,"2017-07-18 12:19:30",13.28,"2017-07-18 06:02:00",12.72,"2017-07-18 05:32:00",59.15,36.82
"2017-07-20 00:00:00",187,27.17,"2017-07-19 11:17:35",21.28,"2017-07-19 03:48:00",100,"2017-07-19 14:46:25",79.81,"2017-07-19 09:06:05",13.23,"2017-07-19 06:22:50",12.73,"2017-07-19 04:41:20",60.77,35.43
"2017-07-21 00:00:00",188,27.09,"2017-07-20 10:09:40",21.1,"2017-07-20 06:01:20",100,"2017-07-20 02:21:25",79.29,"2017-07-20 08:49:45",13.23,"2017-07-20 06:24:20",12.73,"2017-07-20 05:16:20",69.9,37.75
"2017-07-22 00:00:00",189,29.38,"2017-07-21 11:09:00",20.48,"2017-07-21 05:32:10",100,"2017-07-21 01:59:45",71.24,"2017-07-21 11:01:00",13.25,"2017-07-21 06:09:55",12.73,"2017-07-21 05:28:00",64.42,37.16
"2017-07-23 00:00:00",190,28.64,"2017-07-22 09:32:00",21,"2017-07-22 01:15:50",100,"2017-07-22 00:00:05",72.99,"2017-07-22 09:34:35",13.24,"2017-07-22 06:25:25",12.73,"2017-07-22 05:31:45",62.74,37.67
"2017-07-24 00:00:00",191,28.14,"2017-07-23 11:23:15",20.63,"2017-07-23 22:00:50",100,"2017-07-23 02:17:00",79.09,"2017-07-23 11:23:55",13.24,"2017-07-23 06:21:00",12.73,"2017-07-23 05:26:20",64.37,36.33
